org_name,count
"Author, who",27
Arguments in Support. The California Labor Federation,8
"Amended: American Federation of State, County, & Municipal",6
Argument in Support: According to the California District Attorneys Association,5
Arguments in Support. The County Recorders Association of California,5
Arguments in Support. LA Metro,4
Arguments in Support. Midpen,4
Arguments in Support. The California Energy Storage Alliance,4
Arguments in Support. The League of California Cities,4
"NOTE: Mary T. Corcoran, Member, Lake Havasu City, Arizona",4
ADDITIONAL NOTE ON THE POSITION OF THE CITY OF NEEDLES,3
Argument in Support: According to the Conference of California Bar Associations,3
Arguments in Support. California State Sheriffs' Association,3
Arguments in Support. California YIMBY,3
Arguments in Support. Imperial County,3
Arguments in Support. Orange County Auditor-Controller Eric Woolery,3
Arguments in Support. SMUD,3
Arguments in Support. The City of Pomona,3
Arguments in Support. The City of Walnut Creek,3
"In of this bill, the Pacific Merchant Shipping",3
"In of this bill, the Treasure Island Citizen's",3
In the Health Committee,3
"Insight Center for Community Economic Development ""Insight",3
"NOTE: Mary T. Corcoran, Member, Lake Havasu City Arizona City",3
NOTE: The Wilson Administration is NEUTRAL,3
OFFERED IN COMMITTEE,3
Personal Insurance Federation of California (Supports identical AB 2552 - Baugh),3
TO BE OFFERED IN COMMITTEE. (SEE COMMENT 1 BELOW),3
"Treasurer's Office, who",3
1996). [2] Without EDD and DMV: AB1996/ACA 39 (Harris) and SB 1695 (Kopp,2
A 1986 California Appeal Court ruled in Planned Parenthood Affiliates v,2
ANALYSIS REFLECTS AUTHORS AMENDMENTS TO BE OFFERED IN COMMITTEE,2
"Alameda County District Attorney Nancy O'Malley, who",2
Arguments in Support. According to Santa Monica College,2
Arguments in Support. According to the California Solar and Storage Association,2
Arguments in Support. Best Friends Animal Society,2
Arguments in Support. California Common Cause,2
Arguments in Support. Legal Aid of Sonoma County,2
Arguments in Support. SEIU California,2
Arguments in Support. Social Compassion in Legislation,2
Arguments in Support. Streets for All,2
Arguments in Support. The Beach Cities Health District,2
Arguments in Support. The California Applicants' Attorneys Association,2
Arguments in Support. The Construction Industry Force Account Council,2
Arguments in Support. The Los Angeles County Metropolitan Transportation Authority,2
Arguments in Support. The Napa Valley Vintners,2
Arguments in Support. The San Gabriel Valley COG,2
Arguments in Support. The Student Senate for California Community Colleges,2
Arguments in Support. The Water Collaborative Delivery Association,2
Barriers to Collecting Information on Health Equity and Disparities. The California Pan Ethnic Health Network (CPEHN),2
"CALPIRG, et al, state, ""Independent testing of menstrual products has detected harmful chemicals including styrene, toluene, chloromethane, dioxins, furans, parabens, phthalates, and toluene, PFAS, among others. This is especially concerning considering menstrual products may be inserted into the body or placed on or around absorbent vaginal tissue ... Unlike cleaning products, there is so much that we do not know about the manufacture, ingredients and potential health impacts of menstrual products ... The chemical exposure routes from menstrual products are unique as these products are inserted into the body or touch highly absorbent vaginal and vulvar tissue. Allowing some ingredients to be hidden as CBI will hamper the progress of needed research, and will not give menstruators, advocates, or researchers a full picture of the ingredients used in these products",2
"CHEMICALS, BE DELETED-AS EXTENSIVE PROVISIONS IN CURRENT",2
California (PPAC) opposes this bill unless it is amended to,2
"California Public Defenders Association, ""This",2
"California State Sheriffs Association, ""The CSSA",2
"Commission on Human Rights (""deeply concerned"")",2
"Flores, A. Bostrom, and R. Newcomer. California Health Care Foundation, 2008",2
IN COMMITTEE. SEE COMMENT 4.,2
INTENDS TO SUBMIT TO THE COMMITTEE.,2
"In of the bill, the American Society for the Prevention",2
"In of this bill, the California Automobile Association",2
Investigators at the at the Department of Business Oversight,2
LAW COVER THAT ISSUE. SEE COMMENT 4.,2
NOTE: The California Water Association and the California,2
"NOTE: The California Water Association, the California",2
"OF THE BILL, WHICH REQUIRES REPORTING OF SALES OF PRECURSOR",2
OFFERED IN COMMITTEE BY THE AUTHOR.,2
"Planned Parenthood Affiliates of California (PPAC), writing with an ""oppose",2
"Planned Parenthood, ""This bill grew out of our unfortunate experience last summer when the Center for Medical Progress published on the internet a series of video recordings it had made surreptitiously at confidential conferences or in private conversations with medical providers. These recordings were manipulated heavily to create a narrative entirely different than the full tapes revealed. They suggested Planned Parenthood had broken the law, although a federal judge and two dozen state investigations have concluded that Planned Parenthood broke no law. ... The bill is modeled after similar statutes in other states that extend penalties to use and disclosure as well as taping without consent",2
Purpose. AFSCME Local,2
"Purpose. The Author, who",2
Standards and Training (training mandate only) (SEE COMMENT 9 FOR AN ADAPTATION OF THE DETAILED SENATE),2
Support: According to Planned Parenthood,2
"Writing in of the bill, the California Cattlemen's",2
delivered presumptive treatment. PPAC concludes that as they,2
for chlamydia. PPAC states that in spite of the fact that,2
midwives. PPAC states that their clinics rely heavily on,2
"this year. Therefore, PPAC recommends that this bill be held for a more",2
2007). [4] SB 1395 (Kopp,1
2010). [4] SB 1395 (Kopp,1
"A.G., ""the Attorney General's Mortgage Fraud",1
"ACCESS Reproductive Justice, Black Women for Wellness Action Project, NARAL Pro-Choice California, National Health Law Program and Planned Parenthood Affiliates of California are cosponsors of this bill. Cosponsors assert by removing cost barriers to abortion, California will ensure equitable, timely access to health care is attainable regardless of an individual's income, insurance type, status, race, zip code or bank account",1
ACLU (NOTE: SEE COMMENT 5 FOR RECOMMENDATIONS FROM THE APRIL 7),1
ACLU (NOTE: SEE COMMENT 8 FOR RECOMMENDATIONS FROM THE APRIL),1
"AMVETS-Department of California, ""We this",1
ANALYSIS REFLECTS AUTHOR'S AMENDMENTS TO BE TAKEN IN COMMITTEE,1
ANALYSIS REFLECTS AUTHORS AMENDMENTS TO BE OFFERED IN COMMITTEE (see Comment 3),1
"Accreditation of Healthcare Organizations, and have been",1
Advocates (SEE COMMENT 8 FOR RECOMMENDATIONS OF THE MAY 5 HEARING OF),1
"Agencies (ACWA) and the Regional Council of Rural Counties (RCRC), who",1
"American Civil Liberties Union, ""In",1
"American Civil Liberties Union, ""SB 888 is",1
"American Civil Liberties Union, SB 661 is",1
Argument in Support. According to the American College of Obstetricians and Gynecologists District IX,1
Argument in Support: According to Commonweal,1
Argument in Support: According to Initiate Justice,1
"Argument in Support: According to the California Correctional Supervisor's Organization, ""The California Correctional Supervisors",1
Argument in Support: According to the Orange County Sheriff's Department,1
Argument in Support: According to the Ventura County District Attorney,1
Argument in Support: PORAC,1
Arguments in Support. AARP,1
Arguments in Support. AWAC,1
Arguments in Support. According to BART,1
Arguments in Support. According to California Coastkeeper Alliance,1
Arguments in Support. According to Imperial County,1
Arguments in Support. According to Los Angeles County,1
Arguments in Support. According to SLOCOG,1
Arguments in Support. According to San Bernardino County,1
Arguments in Support. According to VTA,1
Arguments in Support. According to the Association of California Water Agencies,1
Arguments in Support. According to the California Bankers Association,1
Arguments in Support. According to the City of Fountain Valley,1
Arguments in Support. According to the South Coast Water District,1
Arguments in Support. According to the Southern California Association of Nonprofit Housing,1
Arguments in Support. According to the State Association of County Auditors,1
Arguments in Support. CALSTART,1
Arguments in Support. CDI,1
Arguments in Support. EDMC,1
Arguments in Support. Habitat for Humanity California,1
Arguments in Support. Insurance Commissioner Ricardo Lara,1
Arguments in Support. LADWP,1
Arguments in Support. Peninsula Clean Energy Authority (PCE),1
Arguments in Support. SBCTA,1
Arguments in Support. SacRT,1
Arguments in Support. SamTrans,1
Arguments in Support. Sutter Health,1
Arguments in Support. Swimply,1
Arguments in Support. The American Council of Engineering Companies,1
Arguments in Support. The American Institute of Architects,1
