org_name,count,status,routed_to
"Local 346, SEIU",8,in_crosswalk,
Local Agency Formation Commission of Merced County,8,in_crosswalk,
Local Agency Formation Commission of San Benito County,8,in_crosswalk,
Local Health Plans of California (LHPC),8,in_crosswalk,
Lockheed Martin Aeronautics Company,8,in_crosswalk,
Lodi District Grape Growers Association,8,in_crosswalk,
Lodi-Woodbridge Winegrape Commission,8,in_crosswalk,
Loma Linda University Adventist Health Sciences Center,8,in_crosswalk,
"Lone Cypress Vizsla Club of the Monterey Peninsula, Inc",8,in_crosswalk,
Lonetree Breakfast & Lunch Traffic School,8,in_crosswalk,
Long Beach Fire Department,8,in_crosswalk,
Long Beach Police Officer's Association,8,in_crosswalk,
Long Beach Spay and Neuter Foundation,8,in_crosswalk,
"Long Beach, California State University",8,in_crosswalk,
"Long Term Care Services of Ventura Co, Ombudsman",8,in_crosswalk,
Los Angeles Angels,8,in_crosswalk,
Los Angeles Cannabis Task Force,8,in_crosswalk,
Los Angeles Cellular Telephone Company,8,in_crosswalk,
"Los Angeles City Attorney, Rocky Delgadillo",8,in_crosswalk,
Los Angeles City College,8,in_crosswalk,
"Los Angeles City Councilmember, Paul Krekorian",8,already_routed,org_names_that_are_actually_individuals.csv
Los Angeles Community College District (LACCD),8,in_crosswalk,
Los Angeles Continuum of Care,8,in_crosswalk,
Los Angeles Convention & Visitors Bureau,8,in_crosswalk,
Los Angeles County Area Agency on Aging,8,in_crosswalk,
Los Angeles County Community Development Commission,8,in_crosswalk,
Los Angeles County District Attorney Steve Cooley,8,in_crosswalk,
Los Angeles County Fire Fighters Local 3806,8,in_crosswalk,
Los Angeles County Hotel/Motel Group,8,in_crosswalk,
Los Angeles County Metropolitan Transportation,8,in_crosswalk,
Los Angeles County Office Of Education,8,in_crosswalk,
Los Angeles County Supervisor Zev Yaroslavsky,8,already_routed,org_names_that_are_actually_individuals.csv
Los Angeles Division of the League of California Cities,8,in_crosswalk,
Los Angeles Drug & Alcohol Policy Alliance,8,in_crosswalk,
Los Angeles Fiber,8,in_crosswalk,
Los Angeles Fire Department,8,in_crosswalk,
Los Angeles Football Club,8,in_crosswalk,
"Los Angeles Housing Law Project, Los Angeles",8,in_crosswalk,
Los Angeles LGBTQ Center,8,in_crosswalk,
Los Angeles Mission College,8,in_crosswalk,
Los Angeles Municipal Court,8,in_crosswalk,
Los Angeles Opportunities Industrialization Center,8,in_crosswalk,
Los Angeles Pacific University,8,in_crosswalk,
Los Angeles Philharmonic,8,in_crosswalk,
Los Angeles Police Protective League (LAPPL),8,in_crosswalk,
Los Angeles Professional Peace Officers' Association,8,in_crosswalk,
Los Angeles Schools Police Association,8,in_crosswalk,
Los Angeles Stormwater Quality Partnership,8,in_crosswalk,
Los Angeles Voters for Instant Runoff Elections,8,in_crosswalk,
Los Angeles Worker Advocates Coalition,8,in_crosswalk,
Los Gatos Chamber of Commerce,8,in_crosswalk,
Los Gatos-Saratoga Union High School District,8,in_crosswalk,
Los Gatos/Monte Sereno Police Department,8,in_crosswalk,
Los Medanos College,8,in_crosswalk,
Los Rios Community College Districts,8,in_crosswalk,
Los Virgenes Unified School District,8,in_crosswalk,
Loudpack,8,in_crosswalk,
"Lovatt, Pac Inc",8,in_crosswalk,
Lowell Herb Co,8,in_crosswalk,
Lowell Joint School District,8,in_crosswalk,
Lower San Joaquin Levee District,8,in_crosswalk,
Loyola Law School,8,in_crosswalk,
Loyola Law School Project for the Innocent,8,in_crosswalk,
Lucerne Valley Economic Development Association,8,in_crosswalk,
Lung Cancer Alliance,8,in_crosswalk,
Lupus Foundation of America,8,in_crosswalk,
Lupus Foundation of Northern California,8,in_crosswalk,
Lutheran Office of Public Policy?California,8,in_crosswalk,
Lutherans Restoring Creation,8,in_crosswalk,
Lyon-Martin Community Health Services,8,in_crosswalk,
"MACSA, Inc",8,in_crosswalk,
MAZON - A Jewish Response to Hunger,8,in_crosswalk,
MCE Clean Energy,8,in_crosswalk,
MOL,8,in_crosswalk,
MPower Change,8,in_crosswalk,
MTC Distributing,8,in_crosswalk,
MacArthur Boulevard Merchants Association,8,in_crosswalk,
Macy's West,8,in_crosswalk,
Madera Coalition,8,in_crosswalk,
Madera County Deputy Sheriff's Association,8,in_crosswalk,
Madera County Sheriff,8,in_crosswalk,
Madrone Hospice,8,in_crosswalk,
Magazine Publishers of America,8,in_crosswalk,
Magma Power Company,8,in_crosswalk,
"Magna Systems, Inc",8,in_crosswalk,
Maine Benzodiazepine Study Group,8,in_crosswalk,
Major League Baseball Players Association,8,in_crosswalk,
Make Mine Mink Tonkinese Fanciers,8,in_crosswalk,
Makteshim Agan of North America,8,in_crosswalk,
Mammoth Lakes Housing Inc,8,in_crosswalk,
Mammoth Lakes Police Department,8,in_crosswalk,
Manhattan Software,8,in_crosswalk,
Manke Lumber Company,8,in_crosswalk,
Manufacturers Council of the Central Valley,8,in_crosswalk,
Marin Community Child Development Programs,8,in_crosswalk,
Marin Conservation Corps,8,in_crosswalk,
Marin County Cat Fanciers,8,in_crosswalk,
Marin County Council of Mayors and Council members,8,in_crosswalk,
Marin County Department of Health and Human Services,8,in_crosswalk,
Marin County District Attorney's Office,8,in_crosswalk,
Marin County Environmental Health Services,8,in_crosswalk,
Marin County Fair,8,in_crosswalk,
Marin County Free Library,8,in_crosswalk,
Marin County Superintendent of Schools,8,in_crosswalk,
Marin Sanitary Services,8,in_crosswalk,
Marina Del Rey Hospital,8,in_crosswalk,
Marine Engineers Beneficial Association,8,in_crosswalk,
Mariposa County Chamber of Commerce,8,in_crosswalk,
Mariposa County Farm Bureau,8,in_crosswalk,
"Mark Dinan - Vice Mayor, East Palo Alto",8,already_routed,org_names_that_are_actually_individuals.csv
Markstein Beverage Company,8,in_crosswalk,
Martin Luther Hospital Anaheim,8,in_crosswalk,
"Masonry Concepts, Inc",8,in_crosswalk,
Matson,8,in_crosswalk,
Maury's Bagels & Appetizing,8,in_crosswalk,
Maxim Property Management,8,in_crosswalk,
Mayor Antonio Villaraigosa,8,in_crosswalk,
"Mayor Farrah N. Khan, City of Irvine",8,in_crosswalk,
"Mayor Gavin Newsom, City of San Francisco",8,in_crosswalk,
Mayor Jerry Brown,8,in_crosswalk,
"Mayor Jerry Dyer, City of Fresno",8,in_crosswalk,
"Mayor of City & County of San Francisco, London Breed",8,in_crosswalk,
Mayor of San Jose Sam Liccardo,8,in_crosswalk,
"Mayor, City of Burbank",8,in_crosswalk,
Mazda North American Operations,8,in_crosswalk,
Mazon: A Jewish Response to Hunger,8,in_crosswalk,
McGeorge Legislative and Public Policy Clinic,8,in_crosswalk,
McMullin Area Groundwater Sustainability Agency,8,in_crosswalk,
"Mead Clark Lumber Company, Inc",8,in_crosswalk,
Media Coalition,8,in_crosswalk,
"Media Coalition, Inc",8,in_crosswalk,
Mendocino Australian Shpeherds,8,in_crosswalk,
Mendocino Coast Audubon Society,8,in_crosswalk,
Mendocino Coast Health Care District,8,in_crosswalk,
Mendocino Community Health Clinic,8,in_crosswalk,
Mendocino County ReLeaf,8,in_crosswalk,
Mendocino-Lake Community College District,8,in_crosswalk,
Mercy Charities Housing California,8,in_crosswalk,
Metabolix,8,in_crosswalk,
Metro United Methodist Urban Ministry,8,in_crosswalk,
Metropolitan Transit System,8,in_crosswalk,
Metropolitan Water District of Orange County,8,in_crosswalk,
Mexican-American Legal Defense and Education Fund,8,in_crosswalk,
MiOra,8,in_crosswalk,
Michelle's Place Cancer Resource Center,8,in_crosswalk,
Mid Bay Working Dog Club,8,in_crosswalk,
Middle East Children's Alliance,8,in_crosswalk,
Mighty Earth,8,in_crosswalk,
Military Officers Association - California Council of Chapters,8,in_crosswalk,
Military Officers Association of America California Council of Chapters,8,in_crosswalk,
Millbrae Chamber of Commerce,8,in_crosswalk,
Mills-Peninsula Health Services,8,in_crosswalk,
Milo Foundation,8,in_crosswalk,
Milpa,8,in_crosswalk,
Minarets Joint Union High School District,8,in_crosswalk,
"Miniature Pinscher Club of America, Inc",8,in_crosswalk,
Mira Costa College,8,in_crosswalk,
"Mission City Community Network, Inc",8,in_crosswalk,
Mitsubishi International Corporation,8,in_crosswalk,
Modesto Certified Farmers Market,8,in_crosswalk,
Modoc County,8,in_crosswalk,
Modoc County Farm Bureau,8,in_crosswalk,
Modoc County Victim Services,8,in_crosswalk,
Modoc Joint Unified School District,8,in_crosswalk,
Mojave Desert & Mountain Recycling Authority,8,in_crosswalk,
Moms Rising,8,in_crosswalk,
Momsrising,8,in_crosswalk,
Monache High School,8,in_crosswalk,
Monarch School,8,in_crosswalk,
"Money Out, Voters In",8,in_crosswalk,
Moneyvoice,8,in_crosswalk,
"Monica Garcia, President, Board of Education, Los Angeles Unified School",8,in_crosswalk,
Monroe Companies,8,in_crosswalk,
Montara Water & Sanitary District,8,in_crosswalk,
Montauk Energy,8,in_crosswalk,
Montbleau & Associates,8,in_crosswalk,
Montebello Unified School District Board of Education,8,in_crosswalk,
Monterey Bay Defense Alliance,8,in_crosswalk,
Monterey Bay Schutzhund Club,8,in_crosswalk,
Monterey Commercial Fishermen's Association,8,in_crosswalk,
Monterey County Association of Realtors,8,in_crosswalk,
Monterey County Farm to School Partnership,8,in_crosswalk,
Monterey County WIC Program,8,in_crosswalk,
Monterey Park Chamber of Commerce,8,in_crosswalk,
Monterey Peninsula CF,8,in_crosswalk,
Mortgage Association of California (MAC),8,in_crosswalk,
Mosaic,8,in_crosswalk,
Mosekin Cat Club,8,in_crosswalk,
Mother Lode Job Training,8,in_crosswalk,
Mother Lode Long-Term Care Ombudsman Program,8,in_crosswalk,
Mount Miguel High School,8,in_crosswalk,
Mountain Homeless Coalition,8,in_crosswalk,
Mountain House Community Services District,8,in_crosswalk,
Mountain Recreation and Conservation Authority,8,in_crosswalk,
Mountain Women's Resource Center,8,in_crosswalk,
Mt. Diablo Dog Training Club,8,in_crosswalk,
Mt. Diablo Medical Center,8,in_crosswalk,
Mt. Diablo Resource Recovery,8,in_crosswalk,
Mt. Palomar Kennel Club,8,in_crosswalk,
Multifunding,8,in_crosswalk,
Municipal Court Judges' Association,8,in_crosswalk,
Murphy's Bowl,8,in_crosswalk,
Murrieta Valley Cemetery District,8,in_crosswalk,
Muslims for Progressive Values,8,in_crosswalk,
My Administration,8,already_routed,org_names_invalid.csv
My Time Recovery,8,in_crosswalk,
"Myrtle Beach Kennel Club, Inc",8,in_crosswalk,
NAACP San Diego Branch,8,in_crosswalk,
NAMI - California,8,in_crosswalk,
NCB Capital Impact,8,in_crosswalk,
"NGV Ecotrans Group, LLC",8,in_crosswalk,
"Naiop, the Commercial Real Estate Development Association",8,in_crosswalk,
Napa Berryessa Resort Improvement District,8,in_crosswalk,
Napa Valley Cat Fanciers,8,in_crosswalk,
Napa Valley Distillery,8,in_crosswalk,
Napa-Solano Audubon Society,8,in_crosswalk,
Nathan Lee Traditional Chinese Medical Center,8,in_crosswalk,
"National AIDS Foundation, San Diego",8,in_crosswalk,
National All-Breed Sporting Association,8,in_crosswalk,
National Alliance for the Mentally Ill (NAMI) California,8,in_crosswalk,
"National Alliance for the Mentally Ill, California",8,in_crosswalk,
National Alliance of Mental Illness,8,in_crosswalk,
National American SH Club,8,in_crosswalk,
National Anti-Vivisection Society,8,in_crosswalk,
National Asian Pacific American Families Against Substance Abuse (NAPAFASA),8,in_crosswalk,
National Association of Firearms Retailers,8,in_crosswalk,
National Association of Independent Insurers (NAII),8,in_crosswalk,
National Association of Judiciary Interpreters and Translators,8,in_crosswalk,
National Association of Latino Elected and Appointed Officials Educational Fund,8,in_crosswalk,
National Association of Letter Carriers Branch 183,8,in_crosswalk,
National Association of Music Merchants,8,in_crosswalk,
"National Association of Pediatric Nurse Practitioners, Los Angeles",8,in_crosswalk,
National Association of Retired Federal Employees,8,in_crosswalk,
National Association of Social Workers-California,8,in_crosswalk,
National Association of Spine Specialists,8,in_crosswalk,
National Association of State Boards of Accountancy,8,in_crosswalk,
National Black Justice Coalition,8,in_crosswalk,
National Board for Certified Counselors,8,in_crosswalk,
National Borzoi Rescue Foundation,8,in_crosswalk,
"National Brussels Griffon Rescue, Inc",8,in_crosswalk,
National City Police Department,8,in_crosswalk,
National Clearinghouse on Marital and Date Rape,8,in_crosswalk,
National Community Reinvestment Coalition,8,in_crosswalk,
National Council of Asian American Business Associations,8,in_crosswalk,
"National Council of Jewish Women, Long Beach",8,in_crosswalk,
National Council of Jewish Women-california,8,in_crosswalk,
National Council of Senior Citizens-LA Chapter,8,in_crosswalk,
National Education Alliance for Borderline Personality Disorder,8,in_crosswalk,
National Electrical Contractors Association (California chapters),8,in_crosswalk,
National Electrical Contractors Association - California Chapters,8,in_crosswalk,
National Equity Fund,8,in_crosswalk,
National Family Justice Center Alliance,8,in_crosswalk,
"National Farm Workers Service Center, Los Angeles",8,in_crosswalk,
National Federation of Chinese TCM Organizations,8,in_crosswalk,
National Hockey League,8,in_crosswalk,
National Independent Automobile Dealers Association,8,in_crosswalk,
National Institute of Family and Life Advocates,8,in_crosswalk,
National Iranian American Council Action,8,in_crosswalk,
National Japanese American Historical Society,8,in_crosswalk,
National Kidney Foundation of Northern California and Northern Nevada,8,in_crosswalk,
National Lawyers Guild of Los Angeles,8,in_crosswalk,
National Lifeline Association,8,in_crosswalk,
National Lymphedema Network,8,in_crosswalk,
National Network to End Domestic Violence,8,in_crosswalk,
National Orange Show,8,in_crosswalk,
National Organization for Victim Assistance,8,in_crosswalk,
National Peace Officers and Fire Fighters Benefit Association,8,in_crosswalk,
National Police Clergy Council,8,in_crosswalk,
National Reverse Mortgage Lenders Association,8,in_crosswalk,
National Safe Child Coalition,8,in_crosswalk,
National Skills Coalition,8,in_crosswalk,
National Small Business Advocacy Council,8,in_crosswalk,
National Task Force for Therapy Equality,8,in_crosswalk,
National Tour Association,8,in_crosswalk,
National Transgender Advocacy Coalition,8,in_crosswalk,
National Trappers Association,8,in_crosswalk,
National Volunteer Council on Freedman Affairs,8,in_crosswalk,
National Wild Turkey Federation - California State Chapter,8,in_crosswalk,
Nature Rights Council,8,in_crosswalk,
NatureBridge,8,in_crosswalk,
NatureWorks,8,in_crosswalk,
"Navistar, Inc",8,in_crosswalk,
Neighbor to Neighbor-LA Chapter,8,in_crosswalk,
"Neighborhood Housing Services of the Inland Empire, Inc",8,in_crosswalk,
"Neighborhood Partnership Housing Services, INC",8,in_crosswalk,
Neste Oil,8,in_crosswalk,
"Nestle USA, Inc",8,in_crosswalk,
Net-zero California,8,in_crosswalk,
Nevada County Democratic Women's Club,8,in_crosswalk,
Nevada County District Attorney,8,in_crosswalk,
New Academy of Sciences and Arts,8,in_crosswalk,
New Approach Advocacy Fund,8,in_crosswalk,
New Energy Ventures,8,in_crosswalk,
New England Anti-Vivisection Society,8,in_crosswalk,
New Frontier Democratic Club,8,in_crosswalk,
New Generation Masonry,8,in_crosswalk,
New LA,8,in_crosswalk,
New Life CA,8,in_crosswalk,
New Media Rights,8,in_crosswalk,
Newark Police Department,8,in_crosswalk,
Newfoundland Club of San Diego,8,in_crosswalk,
Newfoundland Health and Rescue,8,in_crosswalk,
Newport Beach Sunrise Rotary,8,in_crosswalk,
Newport Healthcare,8,in_crosswalk,
Next Door,8,in_crosswalk,
NextGen Policy,8,in_crosswalk,
Nicasio School District,8,in_crosswalk,
Nick's Computer Works,8,in_crosswalk,
Niles Discovery Church,8,in_crosswalk,
Ninth District PTA,8,in_crosswalk,
No 710 Action Committee,8,in_crosswalk,
No Kid Hungry,8,in_crosswalk,
No letters received,8,already_routed,org_names_partial.csv
NoHo Home Alliance,8,in_crosswalk,
Noe Neighborhood Council,8,in_crosswalk,
Non-Toxic Schools,8,in_crosswalk,
NorCal Cannabis Company,8,in_crosswalk,
Norcal Collie Rescue,8,in_crosswalk,
Norcal Japanese Chin Fanciers,8,in_crosswalk,
North American Bikeshare Association,8,in_crosswalk,
North American Meat Institute,8,in_crosswalk,
North American Metal Packaging Alliance,8,in_crosswalk,
North American Mortgage Company,8,in_crosswalk,
"North Bay Construction, Inc",8,in_crosswalk,
"North Coast Section, CIF",8,in_crosswalk,
North County Cemetery District,8,in_crosswalk,
North Kern/South Tulare Collaborative of School Districts,8,in_crosswalk,
North Sacramento Chamber of Commerce,8,in_crosswalk,
North Sonoma Coast Fire Protection District,8,in_crosswalk,
North Star Havanese Club,8,in_crosswalk,
North Valley Family YMCA,8,in_crosswalk,
Northbay Ecumenical Homes,8,in_crosswalk,
Northeast Graffiti Busters,8,in_crosswalk,
Northern California CF,8,already_routed,org_names_partial.csv
Northern California Council of the International Federation of Fly Fishers,8,in_crosswalk,
"Northern California Emergency Medical Services, Inc",8,in_crosswalk,
Northern California Fair Housing Coalition,8,in_crosswalk,
Northern California Fertility Center,8,in_crosswalk,
Northern California French Bulldog Club,8,in_crosswalk,
Northern California Nevada Conference of the United Church of Christ,8,in_crosswalk,
Northern California Power Authority,8,in_crosswalk,
Northern California Tile Industry Joint Labor-Management Cooperation Trust,8,in_crosswalk,
Northern California Working Sheepdog Association,8,in_crosswalk,
Northern Recycling and Waste Services,8,in_crosswalk,
Northern Section Athletics Directors Association,8,in_crosswalk,
Northern and Southern California Golf Associations,8,in_crosswalk,
Northland Amateur Racing Club,8,in_crosswalk,
"Northridge, California State University",8,in_crosswalk,
Northstar Community Services District,8,in_crosswalk,
Northwestern Siamese Breeders,8,in_crosswalk,
Norwegian Elkhound Association of America,8,in_crosswalk,
"Note: Opposition positions were received prior to the billos latest amendments, which were substantial, and no",8,already_routed,org_names_invalid.csv
Nouera,8,in_crosswalk,
Nuestra Casa,8,in_crosswalk,
Numerous mobilehome owners,8,already_routed,org_names_that_are_actually_individuals.csv
Numerous small businesses,8,already_routed,org_names_partial.csv
Numerous veterinarians,8,already_routed,org_names_partial.csv
"Nuro, INC",8,in_crosswalk,
Nursery Growers Association,8,in_crosswalk,
Nurses for Sexual & Reproductive Health,8,in_crosswalk,
Nut Free Wok,8,in_crosswalk,
O,8,already_routed,org_names_partial.csv
OC Homeless Issues Task Force,8,in_crosswalk,
OCA Sacramento - Asian Pacific American Advocates,8,in_crosswalk,
OCCORD,8,in_crosswalk,
OK Produce,8,in_crosswalk,
"OSRAM Sylvania, Inc",8,in_crosswalk,
Oak Tree Racing,8,in_crosswalk,
Oakland Base Reuse Authority,8,in_crosswalk,
Oakland Commerce Corporation,8,in_crosswalk,
Oakland Dog Training Club,8,in_crosswalk,
"Oakland Firefighters, Local 55",8,in_crosswalk,
Oakland Mayor Jerry Brown,8,in_crosswalk,
Oakland Unifed School District,8,in_crosswalk,
Occidental College,8,in_crosswalk,
Occidental Community Farmers Market,8,in_crosswalk,
Oceanside Police Department,8,in_crosswalk,
Oceanside Veterinary Hospital,8,in_crosswalk,
Octel Communications,8,in_crosswalk,
"Off-Line Independent Energy Systems, North Fork",8,in_crosswalk,
Office & Professional Employees International Union Local 3,8,in_crosswalk,
Office of The State Long-term Care Ombudsman,8,in_crosswalk,
Office of Traffic Safety,8,in_crosswalk,
Office of the Deputy Assistant Secretary of Defense,8,in_crosswalk,
"Office of the District Attorney, City and County of San Francisco",8,in_crosswalk,
Office of the Sheriff of San Bernardino County,8,in_crosswalk,
Ojai Valley Friends of the Library,8,in_crosswalk,
Old Adobe Union School District,8,in_crosswalk,
Old Country Roofing,8,in_crosswalk,
Old Grove Orange,8,in_crosswalk,
Old World Winery,8,in_crosswalk,
Older Women's League of California (OWL/CA),8,in_crosswalk,
"One Day, Inc",8,in_crosswalk,
One East Palo Alto,8,in_crosswalk,
Ontiveros Concrete Inc,8,in_crosswalk,
Operation Jump Start,8,in_crosswalk,
Opus Health,8,in_crosswalk,
"Orange Cares, Orange",8,in_crosswalk,
Orange Chamber of Commerce & Visitor Bureau,8,in_crosswalk,
Orange County Chamber of Commerce & Industry,8,in_crosswalk,
Orange County Chiefs of Police and Sheriff's Association,8,in_crosswalk,
Orange County Clerk-Recorder,8,in_crosswalk,
Orange County Dental Hygienists' Society,8,in_crosswalk,
Orange County Division of the League of Cities,8,in_crosswalk,
Orange County Fire Chief's Association,8,in_crosswalk,
Orange County HIV Planning Council,8,in_crosswalk,
Orange County Juvenile Justice Commission,8,in_crosswalk,
Orange County Law Library,8,in_crosswalk,
"Orange County Professional Firefighters Association, IAFF",8,in_crosswalk,
Orange County Public Defender,8,in_crosswalk,
Orange County Regional Airport Authority,8,in_crosswalk,
Orange County Schutzhund Club,8,in_crosswalk,
Orange County Technology Action Network,8,in_crosswalk,
Orange County Trial Lawyers Association,8,in_crosswalk,
Orange Cove Irrigation District,8,in_crosswalk,
Orcutt Ranch Home Owners Association,8,in_crosswalk,
Organization of Area Boards on Developmental,8,in_crosswalk,
Orion Environmental Inc,8,in_crosswalk,
Oro De Sonora Pure Jojoba Family Farms,8,in_crosswalk,
Oro Grande School District,8,in_crosswalk,
"Orrick, Herrington & Sutcliffe LLP",8,in_crosswalk,
OuRx Coalition,8,in_crosswalk,
Ourwaterla Coalition,8,in_crosswalk,
Outdoor Sportsmen' Coalition of California,8,in_crosswalk,
Owens-Brockway Plastics,8,in_crosswalk,
P.S. Arts,8,in_crosswalk,
PACENation,8,in_crosswalk,
PEACE,8,in_crosswalk,
PERS Retirement Betterment Committee Inc,8,in_crosswalk,
"PTS Masonry, Inc",8,in_crosswalk,
PVPUSD,8,in_crosswalk,
Pacific Arrow Express,8,in_crosswalk,
Pacific Association of Building Service Contractors (PABSCO),8,in_crosswalk,
Pacific Coast Legacy Emissions Action Network,8,in_crosswalk,
Pacific Coast University School of Law,8,in_crosswalk,
Pacific Justice Institute Center for Public Policy,8,in_crosswalk,
Pacific Life Insurance,8,in_crosswalk,
Pacific Neuroscience Institute,8,in_crosswalk,
Pacific Rivers Council,8,in_crosswalk,
Pacific View Charter School,8,in_crosswalk,
Pacific Wood Services,8,in_crosswalk,
Paint Council Network,8,in_crosswalk,
PaintCare,8,in_crosswalk,
Palomar Animal Hospital,8,in_crosswalk,
Palos Verdes Estates,8,in_crosswalk,
Palos Verdes Peace Officers Association,8,in_crosswalk,
Paradise Association of Realtors,8,in_crosswalk,
Paramount Citrus,8,in_crosswalk,
Parent Hospital Association,8,in_crosswalk,
Parent Services Project,8,in_crosswalk,
Parent University,8,in_crosswalk,
Paris Valley Road Estate Winery,8,in_crosswalk,
Park Water Company,8,in_crosswalk,
Parrots First,8,in_crosswalk,
Parson Russell Terrier Association of America,8,in_crosswalk,
Partnerships for Tribal Carbon Solutions,8,in_crosswalk,
Paso Robles Distillery Trail,8,in_crosswalk,
Patagonia INC,8,in_crosswalk,
Pathways of Hope,8,in_crosswalk,
Patient Advocates United in San Diego County,8,in_crosswalk,
Patient Services Incorporated,8,in_crosswalk,
Paul Raine's California Solid Color Cat Club,8,in_crosswalk,
"Paul Sikkel, University of the Virgin Islands",8,already_routed,org_names_that_are_actually_individuals.csv
Peace and Freedom Party,8,in_crosswalk,
Peachy Canyon Winery,8,in_crosswalk,
Pedestrian Safety Advisory Committee,8,in_crosswalk,
Pediatric Endocrine Society,8,in_crosswalk,
Pekingese Club Central California,8,in_crosswalk,
Pendray's Distillery,8,in_crosswalk,
Peng Tsing Tong Chinese Medical Center,8,in_crosswalk,
Peninsula Automotive Machinists Union Local 1414,8,in_crosswalk,
Peninsula Canine Corps,8,in_crosswalk,
Peninsula Conflict Resolution Center,8,in_crosswalk,
Peninsula Eye Surgery Center,8,in_crosswalk,
Peninsula Sanitary Service,8,in_crosswalk,
Peninsula University College of Law,8,in_crosswalk,
People for The Ethical Treatment of Animals (PETA),8,in_crosswalk,
People's Care,8,in_crosswalk,
Peoples' Self Help Housing,8,in_crosswalk,
Perfection Electric Co,8,in_crosswalk,
Performance Nursery,8,in_crosswalk,
Perinatal Advisory Council of Los Angeles Communities,8,in_crosswalk,
"Period @ Irvine, CA",8,in_crosswalk,
Perishable Research Organization,8,in_crosswalk,
Pet Emergency and Specialty Center,8,in_crosswalk,
"Pet Industry Joint Advisory Council, Placer County",8,in_crosswalk,
Pet Owners Want Equal Rights,8,in_crosswalk,
PetSmart,8,in_crosswalk,
Peter A. Szego,8,already_routed,org_names_that_are_actually_individuals.csv
Peterson CAT,8,in_crosswalk,
Pflag Sacramento,8,in_crosswalk,
Phat Beets Produce,8,in_crosswalk,
"Phibro-Tech, Inc",8,in_crosswalk,
Physician Assistant Committee,8,in_crosswalk,
Pier 23 Caf,8,in_crosswalk,
Pilgrim Place,8,in_crosswalk,
Pilipino Association of Workers and Immigrants - Silicon Valley,8,in_crosswalk,
Pillsbury,8,in_crosswalk,
Pineapple Express,8,in_crosswalk,
"Pioneer Auto Body, Inc",8,in_crosswalk,
Pixley Union School District,8,in_crosswalk,
Placer County Schutzhund Cub,8,in_crosswalk,
Placer SPCA,8,in_crosswalk,
"Planned Parenthood Action Fund of Santa Barbara, Ventura and San Luis",8,in_crosswalk,
Planned Parenthood Fresno,8,in_crosswalk,
Planned Parenthood San Jose,8,in_crosswalk,
Planned Parenthood WIC,8,in_crosswalk,
"Planned Parenthood of Santa Barbara, Ventura & San Luis Obispo Counties, Inc",8,in_crosswalk,
"Planned Parenthood of Santa Barbara, Ventura, and San Luis",8,in_crosswalk,
"Planned Parenthood of Santa Barbara, Ventura, and San Luis Obispo Counties, Inc",8,in_crosswalk,
"Planning and Redevelopment, City of Redwood City",8,in_crosswalk,
PlantDiego,8,in_crosswalk,
Platinum Coast Cat Fanciers,8,in_crosswalk,
Pleasant Hill Recreation & Park District,8,in_crosswalk,
Pleasanton,8,already_routed,org_names_partial.csv
Plumas County Public Health Agency,8,in_crosswalk,
Plumbers and Steamfitters Local 159,8,in_crosswalk,
"Plumbing, Heating, Cooling Contractors of California",8,in_crosswalk,
Point Reyes Bird Observatory,8,in_crosswalk,
Poison Free Calabasas,8,in_crosswalk,
Polio Survivors Association,8,in_crosswalk,
Political Animals,8,in_crosswalk,
Pomona-Walnut-Rowland Joint Water Line Commission,8,in_crosswalk,
Port of Sacramento,8,in_crosswalk,
Porter Law Group,8,in_crosswalk,
Positive Discipline Community Resources,8,in_crosswalk,
Positive Images LGBTQIA+ Center,8,in_crosswalk,
Postmates Inc,8,in_crosswalk,
Postpartum Health Alliance,8,in_crosswalk,
Pounce 'N' Paw Cat Fanciers,8,in_crosswalk,
Poverty & the Environment,8,in_crosswalk,
Power Tool Institute,8,in_crosswalk,
Power to Soar Foundation,8,in_crosswalk,
Practice,8,already_routed,org_names_partial.csv
Precision Auto Body,8,in_crosswalk,
"Precision Installation Products, Inc",8,in_crosswalk,
Preserve Calaveras,8,in_crosswalk,
Prime Healthcare,8,in_crosswalk,
Princess Cruises,8,in_crosswalk,
Printing Industries Association of Southern California,8,in_crosswalk,
Prior to latest,8,already_routed,org_names_partial.csv
Prisoner Hunger Strike Solidarity Coalition,8,in_crosswalk,
Private Citizen,8,already_routed,org_names_that_are_actually_individuals.csv
Pro-Elite Senior Services,8,in_crosswalk,
Pro-Family Law Center,8,in_crosswalk,
"Professional & Technical Engineers, Local 21, IFPTE",8,in_crosswalk,
Professional Engineers of California,8,in_crosswalk,
Professional Fiduciaries Association of California,8,in_crosswalk,
Professional Fiduciary Association,8,in_crosswalk,
Professional Pool Builders,8,in_crosswalk,
"Professor Kristine Hartney, Occidental College",8,already_routed,org_names_that_are_actually_individuals.csv
"Progress House, Inc",8,in_crosswalk,
Project Inform - National HIV/AIDS Advocacy Organization,8,in_crosswalk,
Project Lifeline,8,in_crosswalk,
Project New Hope,8,in_crosswalk,
Project Wildlife,8,in_crosswalk,
"Project: PeaceMakers, Inc",8,in_crosswalk,
"Project: Peacemakers, Incorporated",8,in_crosswalk,
Promise 4 Paws,8,in_crosswalk,
"Promising Futures, Inc",8,in_crosswalk,
Prospera Community Development,8,in_crosswalk,
Prostate Cancer Foundation,8,in_crosswalk,
Protect Otay Foothills,8,in_crosswalk,
